rag_variant,qid,source_dataset,question,prediction,gold_answer,pathway,reliability_score,ndcg_at_3,mrr_at_3,recall_at_3,precision_at_3,hit_rate_at_3,semantic_similarity,rouge_l,f1_score,bleu,exact_match,faithfulness,hallucination_rate,latency_seconds,abstained,abstain_was_correct,hypothetical_f1
adaptive,hotpotqa_5a8b57f25542995d1e6f1371,BeIR/hotpotqa,Were Scott Derrickson and Ed Wood of the same nationality?,System Abstention: No reliable context found.,"Edward Davis Wood Jr. (October 10, 1924 – December 10, 1978) was an American filmmaker, actor, writer, producer, and director.",Abstain,0.254249785838663,0.6131471927654584,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.748623609542847,True,1.0,0.15999999999999998
adaptive,hotpotqa_5a8c7595554299585d9e36b6,BeIR/hotpotqa,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,"The woman who portrayed Corliss Archer in the film Kiss and Tell was Shirley Temple. According to the context provided, Shirley Temple Black held the government positions of United States ambassador to Ghana and to Czechoslovakia, as well as serving as Chief of Protocol of the United States.","Shirley Temple Black (April 23, 1928 – February 10, 2014) was an American actress, singer, dancer, businesswoman, and diplomat who was Hollywood's number one box-office draw as a child actress from 1935 to 1938. As an adult, she was named United States ambassador to Ghana and to Czechoslovakia and also served as Chief of Protocol of the United States.",Corrective,0.4532133251614972,1.0,1.0,1.0,0.6666666666666666,1.0,0.596686601638794,0.3703703703703704,0.4672897196261682,0.25831382894762983,0.0,0.816004753112793,0.18399524688720703,6.534728288650513,False,,
adaptive,hotpotqa_5a85ea095542994775f606a8,BeIR/hotpotqa,"What science fantasy young adult series, told in first person, has a set of companion books narrating the stories of enslaved worlds and alien species?",System Abstention: No reliable context found.,"Animorphs is a science fantasy series of young adult books written by Katherine Applegate and her husband Michael Grant, writing together under the name K. A. Applegate, and published by Scholastic. It is told in first person, with all six main characters taking turns narrating the books through their own perspectives. Horror, war, dehumanization, sanity, morality, innocence, leadership, freedom and growing up are the core themes of the series.",Abstain,0.345807891481498,0.6934264036172708,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.686907291412354,True,0.0,0.3801652892561983
adaptive,hotpotqa_5adbf0a255429947ff17385a,BeIR/hotpotqa,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,"No, the Laleli Mosque and Esma Sultan Mansion are not located in the same neighborhood. The Laleli Mosque is located in Laleli, Fatih, Istanbul, while the Esma Sultan Mansion is located in Ortaköy, Istanbul.","The Laleli Mosque (Turkish: ""Laleli Camii, or Tulip Mosque"" ) is an 18th-century Ottoman imperial mosque located in Laleli, Fatih, Istanbul, Turkey.",Corrective,0.6125601552332047,1.0,1.0,1.0,0.6666666666666666,1.0,0.5938862562179565,0.38596491228070173,0.39285714285714285,0.1487964117124549,0.0,0.6235136985778809,0.37648630142211914,6.253915786743164,False,,
adaptive,hotpotqa_5a8e3ea95542995a26add48d,BeIR/hotpotqa,"The director of the romantic comedy ""Big Stone Gap"" is based in what New York city?","The director of the romantic comedy ""Big Stone Gap,"" Adriana Trigiani, is based in New York City, specifically in Greenwich Village.","Adriana Trigiani is an Italian American best-selling author of sixteen books, television writer, film director, and entrepreneur based in Greenwich Village, New York City. Trigiani has published a novel a year since 2000.",Corrective,0.49379503423403953,0.9197207891481876,1.0,1.0,0.6666666666666666,1.0,0.7036004662513733,0.29090909090909084,0.4444444444444444,0.06499246525989126,0.0,0.7224570512771606,0.27754294872283936,4.721310615539551,False,,
adaptive,hotpotqa_5abd94525542992ac4f382d2,BeIR/hotpotqa,2014 S/S is the debut album of a South Korean boy group that was formed by who?,"2014 S/S is the debut album of the South Korean boy group WINNER, which was formed by YG Entertainment.","2014 S/S is the debut album of South Korean group WINNER. It was released on August 12, 2014 by the group's record label, YG Entertainment. The members were credited for writing the lyrics and composing the majority of the album's songs.",Corrective,0.5970959636752443,1.0,1.0,1.0,0.6666666666666666,1.0,0.9084962606430054,0.5000000000000001,0.53125,0.14115981524088572,0.0,0.6867959499359131,0.3132040500640869,5.424577474594116,False,,
adaptive,hotpotqa_5a85b2d95542997b5ce40028,BeIR/hotpotqa,Who was known by his stage name Aladin and helped organizations improve their performance as a consultant?,The individual known by his stage name Aladin who helped organizations improve their performance as a consultant was Eenasul Fateh (born 3 April 1959).,"Management consulting is the practice of helping organizations to improve their performance, operating primarily through the analysis of existing organizational problems and the development of plans for improvement. Organizations may draw upon the services of management consultants for a number of reasons, including gaining external (and presumably objective) advice and access to the consultants' specialized expertise.",Corrective,0.47548343234668244,1.0,1.0,1.0,0.6666666666666666,1.0,0.10681506246328354,0.2,0.15,0.012276957120306015,0.0,0.6418598890304565,0.35814011096954346,5.27299690246582,False,,
adaptive,hotpotqa_5a87ab905542996e4f3088c1,BeIR/hotpotqa,The arena where the Lewiston Maineiacs played their home games can seat how many people?,"The arena where the Lewiston Maineiacs played their home games, the Androscoggin Bank Colisée, can seat 3,677 people.","The Androscoggin Bank Colisée (formerly Central Maine Civic Center and Lewiston Colisee) is a 4,000 capacity (3,677 seated) multi-purpose arena, in Lewiston, Maine, that opened in 1958. In 1965 it was the location of the World Heavyweight Title fight during which one of the most famous sports photographs of the century was taken of Muhammed Ali standing over Sonny Liston.",Corrective,0.4871675666930775,1.0,1.0,1.0,0.6666666666666666,1.0,0.7317442893981934,0.16666666666666666,0.2650602409638554,0.026885560387838944,0.0,0.6846979856491089,0.3153020143508911,6.036760330200195,False,,
adaptive,hotpotqa_5a7bbb64554299042af8f7cc,BeIR/hotpotqa,"Who is older, Annie Morton or Terry Richardson?",System Abstention: No reliable context found.,"Annie Morton (born October 8, 1970) is an American model born in Pennsylvania. She has appeared on the covers of ""British Vogue"", ""ID"", ""Marie Claire"", and other magazines. She has been photographed by Helmut Newton; Peter Lindbergh; Annie Leibovitz; Richard Avedon; Juergen Teller; Paul Jasmin, Mary Ellen Mark and Terry Richardson, and modeled for Donna Karan, Givenchy, Guerlain, Chanel, ""Harper's Bazaar"", ""Sports Illustrated"" and Victoria's Secret. A long time vegetarian, an advocate for organic lifestyle choices and natural healthcare. She co-founded Tsi-La Organics, a ""Green Luxury"" company that creates and sells vegan, organic perfume and skin care products.",Abstain,0.15924976994224996,0.6131471927654584,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.475192308425903,True,1.0,0.12030075187969924
adaptive,hotpotqa_5a8db19d5542994ba4e3dd00,BeIR/hotpotqa,Are Local H and For Against both from the United States?,System Abstention: No reliable context found.,"For Against is a United States post-punk/dream pop band from Lincoln, Nebraska. Despite numerous lineup shuffles and some periods of dormancy, the band has produced material steadily from its 1984 inception to the present.",Abstain,0.2801122253272623,0.6131471927654584,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.962039470672607,True,0.0,0.3478260869565218
